4321983397275791,2037808580,浮华背后,Thu Dec 27 23:30:03 +0800 2018,https://wx4.sinaimg.cn/orj480/79767dc4ly8fhhgc15nk5j20ku0k2aas.jpg,#代驾身亡车仍在行驶# 这名代驾司机叫柳师傅。45岁，利用下班时间兼职代驾。很显然是过劳死。上有老下有小，或许还有房贷。生活一定不轻松。可是他离世后，他的家庭以后会怎样？我不敢想。衷心祝福柳师傅一路走好。正是忙碌在各行各业的人们加班加点的辛苦工作才有了国家40年来 ...全文,0.0,,,,,,,,,,,False,,,,,,,,,,,,,,
4321983245980842,2348604107,兵器杂志-肖宁,Thu Dec 27 23:29:27 +0800 2018,https://ww2.sinaimg.cn/orj480/8bfcdacbjw8esljgq7d5hj20ku0kv41r.jpg,哎，这不是这几天比较火的港警COS小姐姐吗//@狼牙狼牙1210: //@轻兵器爱好者:哎～你们一直在问的小姐姐，不来看看嘛？？[doge][喵喵][doge][喵喵] http://t.cn/RD35I2N #战术范儿#,0.0,,,,,,,,,,,True,先来一段预告：第三届WG赛场亮点之一，酋长装备首席战术模特，乐儿学习APSC射击技巧。完美的港警风格搭配。@微博军事 @Mr迷彩先生 @我是tk耶 @白白很白很白白 @Cynthia凝凝凝 @兵器杂志-肖宁 @轻兵器爱好者 @苍孙老夏 铁拳大卫的秒拍视频 ,0.0,,,,,,,,,,"http://f.us.sinaimg.cn/00453n3Ylx07qiN7mINi01041200fPtO0E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1545928235&ssig=D4aAYkF6Mb&KID=unistore,video",6112259673,铁拳大卫
4321982688527892,1740979351,梁无咎,Thu Dec 27 23:27:14 +0800 2018,https://ww1.sinaimg.cn/orj480/67c53c97jw8egtftk40hyj20dc0dcaa7.jpg, ,1.0,https://wx3.sinaimg.cn/orj360/67c53c97gy1fylpytr6ywj215o0rsqmp.jpg,,,,,,,,,,False,,,,,,,,,,,,,,
4321981728076562,2810520221,军事历史之古今评谈,Thu Dec 27 23:23:25 +0800 2018,https://wx4.sinaimg.cn/orj480/a785229dly8fgrwwmoimvj20ru0ru77f.jpg,//@charmingphoto:转发微博,0.0,,,,,,,,,,,True,【事发前一天 遇难者#学生曾举报北交大实验室# “有30桶镁粉”】据@每日人物 报道，26日，#北交大实验室爆炸# 致3人死亡。小毛是遇难者之一。前几天，小毛导师在实验室堆放了大量易燃易爆化学品，这引起包括小毛在内的几名学生不安。事发前一天，他们拨打环保部门电话，举报实验室里的危险，但未能阻止 ...全文,1.0,https://wx1.sinaimg.cn/orj360/9be419dbly1fyll0tw6jqj20m80esjtz.jpg,https://wx4.sinaimg.cn/orj360/9be419dbly1fyloy6nq4pj20thc77u11.jpg,https://wx4.sinaimg.cn/orj360/9be419dbly1fylp19ecu9j218g0p0ad3.jpg,,,,,,,,2615417307,凤凰网
4321981631948129,2810520221,军事历史之古今评谈,Thu Dec 27 23:23:01 +0800 2018,https://wx4.sinaimg.cn/orj480/a785229dly8fgrwwmoimvj20ru0ru77f.jpg,真贪吃,0.0,,,,,,,,,,,True,太残忍！隐瞒近十年的日本渔船血腥捕鲸视频公布，血水染红海水……无底线的日本人呐。#华创传媒老薄# 华创传媒老薄的秒拍视频 ,0.0,,,,,,,,,,,1831538920,华创传媒老薄
4321981564497017,2810520221,军事历史之古今评谈,Thu Dec 27 23:22:45 +0800 2018,https://wx4.sinaimg.cn/orj480/a785229dly8fgrwwmoimvj20ru0ru77f.jpg,转发微博,0.0,,,,,,,,,,,True,南登灞桥岸，回首望长安。浓厚的历史感~ 大眼睛历史的秒拍视频 ,0.0,,,,,,,,,,"http://f.us.sinaimg.cn/004jEaJglx07qisT01EQ01041200fPLt0E010.mp4?label=mp4_hd&template=852x480.27.0&Expires=1545928247&ssig=l9oz5Lmd%2B6&KID=unistore,video",5506819278,大眼睛历史
4321981350467231,2810520221,军事历史之古今评谈,Thu Dec 27 23:21:55 +0800 2018,https://wx4.sinaimg.cn/orj480/a785229dly8fgrwwmoimvj20ru0ru77f.jpg,转发微博,0.0,,,,,,,,,,,True,#权健要求丁香医生道歉#最可怕的事，就是在关乎生命健康的领域成了产业化、商业化之后，遇到了无良、无德、无法的商家，并且得不到强有力的监管。一旦这样，那么，商家的一切都是为了攫取资本，甚至是毫无人性的在攫取资本。我们想想当年的三鹿奶粉事件，多少新生儿饱受摧残；我们想想几年前的魏则 ...全文,1.0,https://wx2.sinaimg.cn/orj360/b0a84887gy1fyk3i4b5qhj20mm0rdjzn.jpg,,,,,,,,,,2963818631,易辩雷家茂
4321981291638268,5947116637,娱乐圈老表,Thu Dec 27 23:21:40 +0800 2018,https://wx2.sinaimg.cn/orj480/006utuI5ly8fvxm9l6qelj30e80e8mxk.jpg,#知否预告#《知否知否》预告：小明兰告状惹怒盛父，顾廷烨盛明柏水上遇险 娱乐圈老表的秒拍视频 ,0.0,,,,,,,,,,"http://f.us.sinaimg.cn/002fHOPUlx07qiWLyh1m01041200aLJ50E010.mp4?label=mp4_hd&template=852x480.28.0&Expires=1545928247&ssig=AGf8kmNoSk&KID=unistore,video",False,,,,,,,,,,,,,,
4321981287328779,2810520221,军事历史之古今评谈,Thu Dec 27 23:21:39 +0800 2018,https://wx4.sinaimg.cn/orj480/a785229dly8fgrwwmoimvj20ru0ru77f.jpg,转发微博,0.0,,,,,,,,,,,True,神同步！猩猩都蒙圈了热门吐槽#视觉香蕉# 吐槽爆料哥的秒拍视频 ,0.0,,,,,,,,,,,3238729482,吐槽爆料哥
4321981043753435,2810520221,军事历史之古今评谈,Thu Dec 27 23:20:42 +0800 2018,https://wx4.sinaimg.cn/orj480/a785229dly8fgrwwmoimvj20ru0ru77f.jpg,转发微博,0.0,,,,,,,,,,,True,波兰服装1200——1795服装历史百年合集 ,1.0,https://wx3.sinaimg.cn/orj360/8fbaf691gy1fylgnef4m9j20g40hbmz2.jpg,https://wx1.sinaimg.cn/orj360/8fbaf691gy1fylgnfa4ufj20g40f640r.jpg,https://wx1.sinaimg.cn/orj360/8fbaf691gy1fylgngfubsj20g40gg40o.jpg,https://wx1.sinaimg.cn/orj360/8fbaf691gy1fylgndi1xbj20g40hdac9.jpg,https://wx2.sinaimg.cn/orj360/8fbaf691gy1fylgnhhmsbj20g40du761.jpg,https://wx1.sinaimg.cn/orj360/8fbaf691gy1fylgnic295j20g40gjac7.jpg,https://wx2.sinaimg.cn/orj360/8fbaf691gy1fylgnjmjkuj20g40gkmzo.jpg,https://wx2.sinaimg.cn/orj360/8fbaf691gy1fylgnl00gjj20g40ix0v9.jpg,https://wx4.sinaimg.cn/orj360/8fbaf691gy1fylgnlylf8j20g40hqtb6.jpg,,2411394705,历史天窗
4321980943685384,2810520221,军事历史之古今评谈,Thu Dec 27 23:20:18 +0800 2018,https://wx4.sinaimg.cn/orj480/a785229dly8fgrwwmoimvj20ru0ru77f.jpg,不容易,0.0,,,,,,,,,,,True,大冬天的，火一半水一半。。。#为人民军队点赞# 军旅的秒拍视频 ,0.0,,,,,,,,,,"http://f.us.sinaimg.cn/000T24mjlx07qiTSYy2c01041200bEzx0E010.mp4?label=mp4_hd&template=844x480.27.0&Expires=1545928247&ssig=Szq9JJ0juz&KID=unistore,video",5581669244,军旅
